,Unnamed: 0.1,Unnamed: 0,EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,Genus,Species,Variety,PFAF_URL,USDA_HARDINESS_ZONE,USDA_HARDINESS_ZONE_MIN,USDA_HARDINESS_ZONE_MAX
1439,1439,1439,7014,Juglans sieboldiana,,Magnoliopsida:Hamamelidae:Juglandales:Juglandaceae,,,tree,erect,perennial,"deciduous, single stem",fruits & nuts,,15.0,28.0,5.0,36.0,800.0,1000.0,400.0,1300.0,6.5,7.0,5.5,8.3,,,,,,very bright,very bright,very bright,cloudy skies,deep (>>150 cm),deep (>>150 cm),medium,"heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,long day (>14 hours),"steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,150.0,180.0,Juglans,sieboldiana,,https://pfaf.org/user/Plant.aspx?LatinName=Juglans+sieboldiana,,,
1440,1440,1440,7022,Juniperus communis,L.,Pinopsida:Cupressaceae,,"juniper, common juniper, horse savin, genevrier, genievre, Wacholder, ginepro comune, Baccae juniperi, Juniperi galbulus, Juniperi fructus, Aetheroleum juniperi, zimbro vulgar, zimbrao, genebreiro",shrub,erect,perennial,,"fruits & nuts, medicinals & aromatic",grown on small scale,,,,,,,,,,,,,,,,,,clear skies,very bright,cloudy skies,very bright,medium (50-150 cm),shallow (20-50 cm),medium,"medium, light",moderate,low,,,,,,,,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), boreal (E), polar (F)",,,,,0.0,0.0,Juniperus,communis,,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+communis,4-10,4,10
1441,1441,1441,7032,Juniperus procera,Hochst.,Pinopsida:Cupressaceae,,"African pencil cedar, East African cedar, African juniper, Afrikanischer Wacholder, Afrikanische Bleistiftzeder, genévrier élevé, genévrier d'Afrique, zimbro africano, tidh, gattira (Galinya), Mutarakwa",tree,erect,perennial,"evergreen, single stem","medicinals & aromatic, forest/wood, environmental",,18.0,30.0,7.0,55.0,600.0,1000.0,400.0,1200.0,6.5,7.5,6.0,8.5,,,20.0,20.0,3500.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),medium,"medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-12.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,180.0,330.0,Juniperus,procera,,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+procera,,,
1442,1442,1442,7033,Juniperus sabina,L.,Pinopsida:Cupressaceae,,"savin, savine, savin juniper, sabina, sabina da praia",shrub,erect,perennial,,"ornamentals/turf, medicinals & aromatic",grown on small scale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Juniperus,sabina,,https://pfaf.org/user/Plant.aspx?LatinName=Juniperus+sabina,4-7,4,7
1443,1443,1443,7037,Justicia adhatoda,L.,Magnoliopsida:Asteridae:Scrophulariales:Acanthaceae,Adhatoda vasica (Nees),,shrub,erect,perennial,"evergreen, multi stem","materials, medicinals & aromatic, forest/wood, environmental, weed",grown on small scale,20.0,27.0,12.0,32.0,700.0,1700.0,500.0,4200.0,6.5,7.5,5.5,7.8,25.0,25.0,35.0,35.0,1300.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),medium,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-1.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",,,can become a weed,,210.0,365.0,Justicia,adhatoda,,https://pfaf.org/user/Plant.aspx?LatinName=Justicia+adhatoda,,,
1444,1444,1444,7056,Kerstingiella geocarpa,Harms,,Macrotyloma geocarpum,"Kersting's groundnut, groundnut - Kersting's",herb,prostrate/procumbent/semi-erect,annual,multi stem,fruits & nuts,grown on small scale,18.0,34.0,12.0,38.0,600.0,1200.0,450.0,3000.0,7.0,7.5,6.0,8.0,8.0,8.0,18.0,18.0,,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),medium,"medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"tropical wet & dry (Aw), steppe or semiarid (Bs)",,,,,90.0,150.0,Kerstingiella,geocarpa,,https://pfaf.org/user/Plant.aspx?LatinName=Kerstingiella+geocarpa,,,
1445,1445,1445,7058,Khaya senegalensis,Dyer,Magnoliopsida:Rosidae:Sapindales:Meliaceae,,"African mahogany, cailcedra, mogno africano",tree,erect,perennial,"evergreen, deciduous","materials, medicinals & aromatic, forest/wood, environmental",,29.0,38.0,13.0,42.0,800.0,1300.0,650.0,1500.0,5.0,6.0,4.5,7.5,8.0,8.0,15.0,15.0,1800.0,very bright,clear skies,very bright,light shade,deep (>>150 cm),shallow (20-50 cm),"heavy, medium","heavy, medium",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),tropical wet & dry (Aw),drought,,,,150.0,210.0,Khaya,senegalensis,,https://pfaf.org/user/Plant.aspx?LatinName=Khaya+senegalensis,10-12,10,12
1446,1446,1446,7067,Koeleria cristata,Griseb.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,"forage/pasture, ornamentals/turf",,8.0,15.0,3.0,20.0,400.0,900.0,200.0,1100.0,7.0,8.0,6.5,8.5,28.0,25.0,55.0,60.0,3400.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light, organic",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-35.0,-5.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs), temperate continental (Dc)",,,,,75.0,180.0,Koeleria,cristata,,https://pfaf.org/user/Plant.aspx?LatinName=Koeleria+cristata,,,
1447,1447,1447,7081,Lactuca indica,L.,Magnoliopsida:Asteridae:Asterales:Compositae,,,herb,erect,perennial,,"forage/pasture, vegetables, medicinals & aromatic",grown on small scale,22.0,34.0,10.0,40.0,1500.0,2500.0,1000.0,3000.0,5.0,6.0,4.5,6.5,,,35.0,35.0,2000.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, organic","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",,,,,60.0,365.0,Lactuca,indica,,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+indica,Coming soon,,
1448,1448,1448,7089,Lactuca virosa,L.,Magnoliopsida:Asteridae:Asterales:Compositae,Lactuca sylvestris Lmk.,wild lettuce,herb,erect,biennial,,vegetables,harvested from wild,,,,,,,,,6.5,8.0,6.0,8.5,,,,,,clear skies,very bright,cloudy skies,very bright,,,,,,,,,,,,,,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,0.0,0.0,Lactuca,virosa,,https://pfaf.org/user/Plant.aspx?LatinName=Lactuca+virosa,5-9,5,9
1449,1449,1449,7092,Lagerstroemia lanceolata,W.,Magnoliopsida:Rosidae:Myrtales:Lythraceae,,,tree,erect,perennial,"deciduous, single stem",forest/wood,,18.0,35.0,10.0,45.0,2000.0,4000.0,750.0,5000.0,5.5,6.5,4.5,7.5,10.0,10.0,25.0,25.0,1300.0,very bright,clear skies,very bright,heavy shade,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),5.0,5.0,short day (<12 hours),tropical wet & dry (Aw),,,,,180.0,270.0,Lagerstroemia,lanceolata,,https://pfaf.org/user/Plant.aspx?LatinName=Lagerstroemia+lanceolata,,,
1450,1450,1450,7094,Lagerstroemia parviflora,R.,Magnoliopsida:Rosidae:Myrtales:Lythraceae,,,tree,erect,perennial,"deciduous, single stem",forest/wood,,20.0,35.0,4.0,47.0,1500.0,3500.0,750.0,4500.0,5.5,6.5,4.5,7.5,20.0,20.0,28.0,28.0,1000.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-5.0,-1.0,short day (<12 hours),tropical wet & dry (Aw),,,,,180.0,270.0,Lagerstroemia,parviflora,,https://pfaf.org/user/Plant.aspx?LatinName=Lagerstroemia+parviflora,,,
1451,1451,1451,7095,Lagerstroemia tomentosa,Pr.,Magnoliopsida:Rosidae:Myrtales:Lythraceae,,,tree,erect,perennial,"deciduous, single stem",,,26.0,36.0,10.0,43.0,2000.0,3000.0,1000.0,4500.0,5.0,6.5,4.0,7.5,,,,,,very bright,clear skies,very bright,light shade,deep (>>150 cm),deep (>>150 cm),medium,"medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),tropical wet (Ar),,,,,210.0,270.0,Lagerstroemia,tomentosa,,https://pfaf.org/user/Plant.aspx?LatinName=Lagerstroemia+tomentosa,,,
1452,1452,1452,7098,Laguncularia racemosa,(L.) Gaertner f.,Magnoliopsida:Rosidae:Myrtales:Combretaceae,,"white buttonwood, buttonwood, mangrove",tree,erect,perennial,"evergreen, single stem","materials, medicinals & aromatic, forest/wood",,20.0,30.0,10.0,38.0,1500.0,2500.0,1000.0,3000.0,5.5,7.0,4.5,7.5,,,20.0,20.0,,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),heavy,"heavy, medium",high,moderate,,,medium (4-10 dS/m),high (>10 dS/m)),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,210.0,330.0,Laguncularia,racemosa,,https://pfaf.org/user/Plant.aspx?LatinName=Laguncularia+racemosa,,,
1453,1453,1453,7103,Lamium album,L.,Magnoliopsida:Asteridae:Lamiales:Labiatae,,"white dead-nettle, weisse Taubnessel, white nettle, Lamii albi flos, Lamii albi herba",herb,erect,perennial,,medicinals & aromatic,harvested from wild,12.0,20.0,7.0,28.0,500.0,800.0,400.0,1200.0,,,,,,,,,,cloudy skies,clear skies,light shade,very bright,medium (50-150 cm),shallow (20-50 cm),medium,wide,moderate,moderate,,,,,well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,0.0,0.0,Lamium,album,,https://pfaf.org/user/Plant.aspx?LatinName=Lamium+album,5-9,5,9
1454,1454,1454,7130,Lannea coromandelica,(Hou.),Magnoliopsida:Rosidae:Sapindales:Anacardiaceae,,,tree,erect,perennial,"deciduous, single stem","forage/pasture, materials, forest/wood",,32.0,40.0,8.0,47.0,1200.0,2000.0,600.0,3800.0,5.0,6.5,4.5,8.0,15.0,15.0,30.0,30.0,1200.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-3.0,-1.0,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",fire,,,,180.0,300.0,Lannea,coromandelica,,https://pfaf.org/user/Plant.aspx?LatinName=Lannea+coromandelica,,,
1455,1455,1455,7149,Larix decidua,Miller,Pinopsida:Pinaceae,"Larix europaea DC., Pinus larix L., Abies larix Lam.","European larch, larice, Lärche, mélèze, alerce",tree,erect,perennial,"deciduous, single stem","medicinals & aromatic, forest/wood",grown on large scale,8.0,22.0,5.0,30.0,450.0,1100.0,350.0,1400.0,4.5,7.5,4.0,7.8,40.0,40.0,60.0,60.0,2500.0,clear skies,very bright,light shade,very bright,deep (>>150 cm),deep (>>150 cm),medium,medium,high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-25.0,-1.0,,"subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)",,,,,100.0,180.0,Larix,decidua,,https://pfaf.org/user/Plant.aspx?LatinName=Larix+decidua,3-6,3,6
1456,1456,1456,7154,Lasiurus hirsutus,(Forsk.) Boiss.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,"forage/pasture, environmental",,23.0,30.0,8.0,48.0,200.0,350.0,150.0,600.0,7.5,8.5,6.0,9.0,25.0,25.0,27.0,27.0,200.0,very bright,cloudy skies,very bright,light shade,medium (50-150 cm),medium (50-150 cm),light,"medium, light",moderate,low,,,low (<4 dS/m),medium (4-10 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5.0,0.0,long day (>14 hours),"desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)",drought,,,,70.0,180.0,Lasiurus,hirsutus,,https://pfaf.org/user/Plant.aspx?LatinName=Lasiurus+hirsutus,,,
1457,1457,1457,7156,Lathyrus cicera,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"chickling vetch, falcon pea, vetchling, pea - falcon, fodder peas, chícaro menudo",herb,prostrate/procumbent/semi-erect,annual,multi stem,forage/pasture,,10.0,18.0,4.0,22.0,400.0,600.0,300.0,700.0,6.5,7.5,6.0,8.0,30.0,30.0,45.0,45.0,1000.0,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),heavy,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,150.0,180.0,Lathyrus,cicera,,https://pfaf.org/user/Plant.aspx?LatinName=Lathyrus+cicera,Coming soon,,
1458,1458,1458,7157,Lathyrus hirsutus,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"caley pea, hairy bitter vetch, chícaro hirsuto, pea - caley",herb,,annual,,"forage/pasture, weed",,17.0,25.0,4.0,30.0,600.0,1000.0,320.0,1290.0,6.0,7.0,5.5,8.2,,,,,,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",,,long day (>14 hours),"steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,150.0,210.0,Lathyrus,hirsutus,,https://pfaf.org/user/Plant.aspx?LatinName=Lathyrus+hirsutus,,,
1459,1459,1459,7162,Lathyrus ochrus,(L.) D.C.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,herb,prostrate/procumbent/semi-erect,annual,multi stem,forage/pasture,,10.0,18.0,4.0,22.0,400.0,600.0,300.0,700.0,5.5,7.0,5.0,7.5,30.0,30.0,45.0,45.0,1000.0,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,150.0,180.0,Lathyrus,ochrus,,https://pfaf.org/user/Plant.aspx?LatinName=Lathyrus+ochrus,Coming soon,,
1460,1460,1460,7164,Lathyrus sativus,L.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,"grass pea, chickling pea, Indian vetch, chickling vetch, gesse blanche, gesette, chícaro común, almorta, alverjas, pisello bretonne, guaya, san lee dow, khesari, batura, gilban, matri, sebere, rough pea",herb,erect,annual,"multi stem, C3 photosynthesis","pulses (grain legumes), forage/pasture, environmental",grown on large scale,10.0,28.0,4.0,32.0,500.0,1300.0,320.0,3000.0,6.0,7.5,4.5,8.3,,,,,3500.0,very bright,very bright,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",,,"neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,100.0,190.0,Lathyrus,sativus,,https://pfaf.org/user/Plant.aspx?LatinName=Lathyrus+sativus,Coming soon,,
1461,1461,1461,7172,Lavandula angustifolia,Miller,Magnoliopsida:Asteridae:Lamiales:Labiatae,"Lavandula officinalis Chaix, Lavandula spica L, Lavandula vera DC., Lavandula vuigaris Lam.","true lavender, lavender, lavande, Lavendel, lavanda, Lavandulae flos, Aetheroleum lavandulae","sub-shrub, shrub",prostrate/procumbent/semi-erect,perennial,,"ornamentals/turf, medicinals & aromatic",grown on large scale,15.0,24.0,7.0,28.0,500.0,1000.0,300.0,1300.0,6.5,7.5,5.8,8.3,,,1400.0,1700.0,,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-15.0,-20.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,180.0,365.0,Lavandula,angustifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Lavandula+angustifolia,5-8,5,8
1462,1462,1462,7174,Lavandula dentata,L.,Magnoliopsida:Asteridae:Lamiales:Labiatae,,French lavender,shrub,erect,perennial,"evergreen, multi stem","materials, ornamentals/turf",grown on small scale,15.0,24.0,7.0,28.0,700.0,1000.0,500.0,1200.0,6.5,7.0,6.0,7.5,30.0,25.0,45.0,50.0,1000.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",drought,,,home garden,180.0,365.0,Lavandula,dentata,,https://pfaf.org/user/Plant.aspx?LatinName=Lavandula+dentata,8-11,8,11
1463,1463,1463,7175,Lavandula intermedia,Emeric ex Lois.,Magnoliopsida:Asteridae:Lamiales:Labiatae,,"lavandin, hybrid lavender, lavender, lavande, lavendel, lavanda","herb, shrub",erect,perennial,,"ornamentals/turf, medicinals & aromatic",grown on small scale,17.0,26.0,10.0,30.0,600.0,1000.0,400.0,1200.0,6.5,7.0,5.8,7.5,700.0,200.0,1000.0,1500.0,,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-10.0,-5.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,210.0,365.0,Lavandula,intermedia,,https://pfaf.org/user/Plant.aspx?LatinName=Lavandula+intermedia,,,
1464,1464,1464,7177,Lavandula latifolia,(L.) Medicus,Magnoliopsida:Asteridae:Lamiales:Labiatae,,spike lavender,shrub,erect,perennial,"evergreen, multi stem","ornamentals/turf, medicinals & aromatic",grown on small scale,18.0,26.0,14.0,32.0,900.0,1100.0,700.0,1300.0,6.5,7.0,5.8,7.5,,,,,1400.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,210.0,365.0,Lavandula,latifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Lavandula+latifolia,6-9,6,9
1465,1465,1465,7200,Leersia hexandra,Sw.,Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,prostrate/procumbent/semi-erect,perennial,multi stem,"forage/pasture, weed",,27.0,33.0,11.0,36.0,1000.0,3000.0,750.0,5000.0,5.0,6.0,4.5,8.5,,,30.0,30.0,2200.0,very bright,very bright,very bright,clear skies,shallow (20-50 cm),shallow (20-50 cm),heavy,"heavy, medium",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)",flooding,,can become a weed,,120.0,150.0,Leersia,hexandra,,https://pfaf.org/user/Plant.aspx?LatinName=Leersia+hexandra,,,
1466,1466,1466,7205,Lemna minor,L.,Liliopsida:Arecidae:Arales:Lemnaceae,,"lesser duckweed, common duckweed, duck's meat, liden andemad, pikkulimaska, mac gun athair, kleine wasserlinse, klein kroos, andmat, zaburinka men°ia, vanlig andmat",herb,prostrate/procumbent/semi-erect,"annual, perennial",single stem,"forage/pasture, environmental",grown on large scale,7.0,25.0,5.0,30.0,700.0,3000.0,500.0,5000.0,4.5,7.5,3.5,8.5,10.0,8.0,65.0,67.0,1500.0,clear skies,very bright,heavy shade,very bright,shallow (20-50 cm),shallow (20-50 cm),"heavy, medium, light, wide, organic","heavy, medium, light, wide, organic",high,low,,,none,none,poorly (saturated >50% of year),poorly (saturated >50% of year),-40.0,0.0,neutral day (12-14 hours),"tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), temperate oceanic (Do), temperate continental (Dc)",flooding,drought,,,0.0,0.0,Lemna,minor,,https://pfaf.org/user/Plant.aspx?LatinName=Lemna+minor,4-8,4,8
